Date, Prices (EUR_MWh), Generation forecast (FR), System load forecast (FR) (MW),Day-Ahead Generation forecast wind (BE) (MWh),Grid load forecast (BE) (MW)
2019-12-23 00:00,10.6,51005,56986,2168,9170
2019-12-23 01:00,8.65,45799,51501,2080,8180
2019-12-23 02:00,6.12,43642,51103,2163,7707
2019-12-23 03:00,5.15,43095,48294,2204,7601
2019-12-23 04:00,4.4,43802,46770,2162,7501
2019-12-23 05:00,2.37,44915,47862,2116,7677
2019-12-23 06:00,23.15,49728,49901,2049,8406
2019-12-23 07:00,30.6,56070,53355,2040,9010
2019-12-23 08:00,36.35,58173,57860,2058,9594
2019-12-23 09:00,37.29,59077,59075,2098,9910
2019-12-23 10:00,36.98,59920,60657,2162,9930
2019-12-23 11:00,35.52,59829,60212,2233,9862
2019-12-23 12:00,34.17,59756,61641,2323,9885
2019-12-23 13:00,32.75,60054,62463,2418,9692
2019-12-23 14:00,35.9,59490,59053,2433,9481
2019-12-23 15:00,37.42,59505,57058,2355,9524
2019-12-23 16:00,37.18,60171,57051,2228,9595
2019-12-23 17:00,40,61499,57567,2116,10087
2019-12-23 18:00,40.93,63286,60751,2077,10266
2019-12-23 19:00,39.17,63537,62192,2029,10119
2019-12-23 20:00,35.98,62851,61085,2041,9632
2019-12-23 21:00,31.56,61473,58006,2004,9158
2019-12-23 22:00,29.11,59528,55325,1971,9045
2019-12-23 23:00,20.8,59251,59208,1798,9299
2019-12-24 00:00,10.39,53586,57425,1771,8880
2019-12-24 01:00,8.55,49509,54097,1717,8568
2019-12-24 02:00,6.19,48553,53571,1698,8147
2019-12-24 03:00,5.56,47400,50239,1747,7970
2019-12-24 04:00,2.48,49536,48701,1988,7861
2019-12-24 05:00,5.29,49411,48951,1838,7941
2019-12-24 06:00,11.11,52146,50861,1919,8371
2019-12-24 07:00,15.81,57506,53253,2134,8806
2019-12-24 08:00,27.11,60366,57505,2429,9542
2019-12-24 09:00,32.13,60618,59767,2521,9833
2019-12-24 10:00,30.76,60956,60714,2700,9952
2019-12-24 11:00,25.68,60593,60309,2802,9948
2019-12-24 12:00,27,60442,60675,2875,10029
2019-12-24 13:00,27.55,59188,61010,2922,9892
2019-12-24 14:00,29.41,57922,58155,2931,9706
2019-12-24 15:00,30.81,57474,55473,2914,9717
2019-12-24 16:00,30.94,57903,53851,2871,9795
2019-12-24 17:00,33.41,60210,54064,2807,10330
2019-12-24 18:00,36.51,61812,56063,2726,10505
2019-12-24 19:00,34.03,61372,54754,2641,10241
2019-12-24 20:00,30.84,60327,53016,2557,9770
2019-12-24 21:00,29.48,58959,50516,2422,9320
2019-12-24 22:00,33.61,60008,50329,2252,9239
2019-12-24 23:00,22.57,59882,54806,1861,9474
2019-12-25 00:00,15.7,56359,55207,1427,8886
2019-12-25 01:00,14.32,51927,54427,1996,8413
2019-12-25 02:00,11.48,49899,54393,2083,8010
2019-12-25 03:00,7.55,48098,50860,2154,7664
2019-12-25 04:00,6.17,46100,48196,2276,7443
2019-12-25 05:00,8.18,46168,46656,2350,7404
2019-12-25 06:00,6.95,48209,47364,2359,7484
2019-12-25 07:00,10.44,50039,46537,2315,7572
2019-12-25 08:00,13.07,50816,47465,2215,7735
2019-12-25 09:00,18.44,52339,48393,1976,8079
2019-12-25 10:00,32.4,54326,50157,1770,8537
2019-12-25 11:00,30.01,55333,51530,1562,8831
2019-12-25 12:00,29.17,55877,51617,1276,9014
2019-12-25 13:00,35.49,54904,53135,1025,8935
2019-12-25 14:00,35,52654,47609,781,8733
2019-12-25 15:00,19.14,52209,45093,604,8655
2019-12-25 16:00,32.93,53058,43476,446,8670
2019-12-25 17:00,51.16,56853,45114,292,9000
2019-12-25 18:00,46.75,60829,48961,202,9255
2019-12-25 19:00,41.73,62039,51158,144,9120
2019-12-25 20:00,36.34,61960,52310,114,8845
2019-12-25 21:00,34.64,61049,51682,89,8626
2019-12-25 22:00,34.61,60435,51649,80,8657
2019-12-25 23:00,32.09,59683,55425,102,8919
2019-12-26 00:00,41.56,58385,53852,183,8541
2019-12-26 01:00,42.54,54784,51477,174,8093
2019-12-26 02:00,35.57,53210,52261,121,7933
2019-12-26 03:00,31.46,51113,49150,105,7936
2019-12-26 04:00,27.95,50232,47602,186,7768
2019-12-26 05:00,13.89,50495,48599,253,7813
2019-12-26 06:00,21.84,53815,51364,296,8697
2019-12-26 07:00,24.3,57671,54711,464,9259
2019-12-26 08:00,28.38,59478,57168,717,10062
2019-12-26 09:00,33.25,60054,59482,883,10380
2019-12-26 10:00,34.95,60511,61545,971,10572
2019-12-26 11:00,33.84,60469,62321,1156,10642
2019-12-26 12:00,34.24,60476,63290,1184,10792
2019-12-26 13:00,31.98,60170,64151,1403,10616
2019-12-26 14:00,31.31,59885,60297,1453,10376
2019-12-26 15:00,31.31,59439,57974,1416,10351
2019-12-26 16:00,34.91,59920,57941,1373,10387
2019-12-26 17:00,41.21,61010,59420,1405,10899
2019-12-26 18:00,42.64,63648,63884,1399,10980
2019-12-26 19:00,40.92,64501,64965,1464,10580
2019-12-26 20:00,37.24,64472,63251,1217,10183
2019-12-26 21:00,33.8,64020,59540,815,9774
2019-12-26 22:00,32.79,62726,57739,954,9691
2019-12-26 23:00,30.97,62233,61762,1425,9885
2019-12-27 00:00,28.69,59398,59534,1150,9027
2019-12-27 01:00,26.65,56735,54897,679,8545
2019-12-27 02:00,22.85,55803,54428,544,8167
2019-12-27 03:00,22.68,52607,51134,341,8063
2019-12-27 04:00,20.73,52146,49793,196,7969
2019-12-27 05:00,23.96,52142,49490,145,7959
2019-12-27 06:00,26.98,55044,51954,134,8370
2019-12-27 07:00,32.64,60081,55538,163,8961
2019-12-27 08:00,35.99,62376,58255,325,9886
2019-12-27 09:00,38.71,63530,60076,645,10410
2019-12-27 10:00,39.05,64229,62646,491,10395
2019-12-27 11:00,38.87,64605,62843,302,10136
2019-12-27 12:00,39.38,65521,64895,469,10129
2019-12-27 13:00,38.46,65051,65306,445,9983
2019-12-27 14:00,37.28,63471,61974,502,9755
2019-12-27 15:00,36.63,63346,59785,446,9893
2019-12-27 16:00,38.75,63473,59874,312,10214
2019-12-27 17:00,43.07,64969,59905,312,10432
2019-12-27 18:00,44.88,67788,63928,278,10419
2019-12-27 19:00,43.99,68565,65303,215,10211
2019-12-27 20:00,39.52,67868,63139,254,10011
2019-12-27 21:00,36.67,66701,59893,312,9495
2019-12-27 22:00,35.38,65707,57001,381,9212
2019-12-27 23:00,33.57,65544,60851,346,9379
2019-12-28 00:00,30.17,62452,59273,258,9019
2019-12-28 01:00,29.5,58501,55985,181,8867
2019-12-28 02:00,26.97,56873,55666,150,8506
2019-12-28 03:00,24.71,53442,52936,108,7998
2019-12-28 04:00,23.47,53005,51308,78,7914
2019-12-28 05:00,22.93,53089,49755,142,7833
2019-12-28 06:00,24,54643,51855,194,7956
2019-12-28 07:00,25.85,58120,54099,237,8153
2019-12-28 08:00,29.6,60260,57309,201,8696
2019-12-28 09:00,35.42,62720,58033,184,9155
2019-12-28 10:00,35.61,63210,61054,211,9544
2019-12-28 11:00,35.05,63003,61083,165,9644
2019-12-28 12:00,34.7,62921,62777,177,9831
2019-12-28 13:00,32.77,62967,63260,175,9889
2019-12-28 14:00,32.98,61733,59268,173,9652
2019-12-28 15:00,31.74,61242,57184,131,9405
2019-12-28 16:00,34.58,61656,55473,124,9454
2019-12-28 17:00,40.79,63185,56967,166,10054
2019-12-28 18:00,43.75,64567,62136,251,10313
2019-12-28 19:00,43.29,64993,65394,378,10062
2019-12-28 20:00,39.62,64317,63625,434,9616
2019-12-28 21:00,35.39,63319,61633,444,9138
2019-12-28 22:00,34.75,62419,59096,387,8919
2019-12-28 23:00,30.17,61748,63412,414,9210
2019-12-29 00:00,30.6,59074,62868,418,8700
2019-12-29 01:00,28.1,56668,58624,718,8756
2019-12-29 02:00,26.92,55776,59058,588,8296
2019-12-29 03:00,22.85,54202,56200,518,8219
2019-12-29 04:00,20.97,53963,54069,495,7897
2019-12-29 05:00,21.31,53810,53584,462,7813
2019-12-29 06:00,22.72,53957,54765,431,7981
2019-12-29 07:00,25.1,54748,57150,408,8125
2019-12-29 08:00,27.52,57271,59391,383,8533
2019-12-29 09:00,30.04,59372,59741,442,8995
2019-12-29 10:00,33.71,60095,61469,629,9534
2019-12-29 11:00,33.5,60210,62490,791,9840
2019-12-29 12:00,32.03,60219,63329,781,10121
2019-12-29 13:00,30.61,60390,64031,647,9883
2019-12-29 14:00,30.8,59645,58428,562,9603
2019-12-29 15:00,32.03,59585,55287,573,9522
2019-12-29 16:00,33.97,60076,54792,547,9573
2019-12-29 17:00,41.92,61843,56843,496,9992
2019-12-29 18:00,44.97,64094,62321,500,10174
2019-12-29 19:00,45.94,65234,66380,580,10055
2019-12-29 20:00,41.02,64797,65842,771,9726
2019-12-29 21:00,36.6,63121,63952,921,9376
2019-12-29 22:00,36.82,61885,62382,1101,9294
2019-12-29 23:00,30.4,61548,65680,1205,9448
2019-12-30 00:00,30,59480,64492,1211,8689
2019-12-30 01:00,29.91,56773,59509,1545,8351
2019-12-30 02:00,26.16,55974,59571,1489,7935
2019-12-30 03:00,22.57,54722,56828,1479,7784
2019-12-30 04:00,21.68,53971,55200,1469,7650
2019-12-30 05:00,22.7,55070,55847,1494,7700
2019-12-30 06:00,30,57490,58283,1580,8198
2019-12-30 07:00,39.94,61702,62001,1636,8719
2019-12-30 08:00,43.36,63757,65819,1661,9262
2019-12-30 09:00,42.42,64016,67296,1680,9677
2019-12-30 10:00,42.42,63932,68384,1672,9983
2019-12-30 11:00,43.13,63541,66955,1652,10061
2019-12-30 12:00,39.14,63354,67342,1536,10141
2019-12-30 13:00,39.72,63687,67141,1441,9906
2019-12-30 14:00,36.95,62984,62811,1418,9683
2019-12-30 15:00,36,62595,59941,1452,9755
2019-12-30 16:00,36.8,63368,60406,1636,9827
2019-12-30 17:00,46.15,65143,60809,1818,10477
2019-12-30 18:00,48.78,66886,65267,1749,10757
2019-12-30 19:00,53.27,67531,68531,1699,10618
2019-12-30 20:00,40,66543,66572,1661,9981
2019-12-30 21:00,34.81,63937,63853,1572,9535
2019-12-30 22:00,40,62884,61899,1441,9434
2019-12-30 23:00,44.17,62483,65697,1276,9688
2019-12-31 00:00,47.47,62163,64226,1122,9168
2019-12-31 01:00,42.95,59914,60387,735,8621
2019-12-31 02:00,43.35,58856,60192,577,8192
2019-12-31 03:00,35.42,56920,56558,417,7969
2019-12-31 04:00,33.43,55335,55281,313,7844
2019-12-31 05:00,33,55361,56062,308,8010
2019-12-31 06:00,35.62,56520,57858,283,8533
2019-12-31 07:00,44.27,58483,60883,185,9044
2019-12-31 08:00,43.22,59719,64743,208,9837
2019-12-31 09:00,43.12,59835,66395,289,10172
2019-12-31 10:00,48.42,60013,67051,851,10323
2019-12-31 11:00,40,60043,66005,1048,10344
2019-12-31 12:00,38.6,60379,66352,759,10419
2019-12-31 13:00,37.9,60673,66715,635,10296
2019-12-31 14:00,38,60117,63224,658,10116
2019-12-31 15:00,39.58,60799,60535,610,10129
2019-12-31 16:00,42.28,62498,60331,568,10194
2019-12-31 17:00,46.06,64526,61132,545,10779
2019-12-31 18:00,47.73,65962,65944,830,10947
2019-12-31 19:00,46,66994,66073,1306,10649
2019-12-31 20:00,42.2,66271,63754,1427,10132
2019-12-31 21:00,39.74,64748,60765,1243,9678
2019-12-31 22:00,38.88,63641,60045,984,9578
2019-12-31 23:00,37.36,62531,63816,797,9849
2020-01-01 00:00,41.88,64845,64316,697,9284
2020-01-01 01:00,38.6,63054,64479,1124,8685
2020-01-01 02:00,36.55,61737,64846,1031,8293
2020-01-01 03:00,32.32,59118,61356,845,7987
2020-01-01 04:00,30.85,56699,58428,661,7765
2020-01-01 05:00,30.14,55652,57170,532,7659
2020-01-01 06:00,30.17,55549,57134,453,7654
2020-01-01 07:00,30,55263,56711,417,7616
2020-01-01 08:00,30.65,55680,57486,351,7580
2020-01-01 09:00,30.65,55654,56746,308,7689
2020-01-01 10:00,30.27,56094,58690,324,8022
2020-01-01 11:00,30.34,56545,60250,368,8330
2020-01-01 12:00,30.99,57403,61890,382,8582
2020-01-01 13:00,30.04,57658,64465,317,8648
2020-01-01 14:00,30.75,57249,60553,297,8566
2020-01-01 15:00,32.11,59003,57840,308,8527
2020-01-01 16:00,35.98,61628,57141,332,8524
2020-01-01 17:00,40.4,63909,58937,354,8879
2020-01-01 18:00,44.05,65037,63465,380,9172
2020-01-01 19:00,49.15,66456,66230,394,9107
2020-01-01 20:00,44.58,65998,66655,377,8916
2020-01-01 21:00,40.68,65558,64003,355,8771
2020-01-01 22:00,41.06,64398,62063,404,8847
2020-01-01 23:00,38.56,62578,65655,496,9119
2020-01-02 00:00,35.4,60130,64567,526,8730
2020-01-02 01:00,31.98,56948,60788,508,8861
2020-01-02 02:00,30.5,56275,60482,504,8479
2020-01-02 03:00,28.79,55325,57554,527,8309
2020-01-02 04:00,28.42,55365,55347,620,8380
2020-01-02 05:00,28.75,55388,56581,711,8698
2020-01-02 06:00,34.16,59232,59681,789,9475
2020-01-02 07:00,42.07,62864,63742,906,10336
2020-01-02 08:00,44.89,64349,67936,1049,11165
2020-01-02 09:00,45.26,65369,69530,1207,11446
2020-01-02 10:00,45.57,66217,71729,1305,11619
2020-01-02 11:00,45.09,65658,71958,1365,11680
2020-01-02 12:00,45.16,65633,72626,1448,11649
2020-01-02 13:00,44.9,65669,73593,1493,11620
2020-01-02 14:00,44.06,65138,69445,1618,11495
2020-01-02 15:00,44,65054,66603,1693,11492
2020-01-02 16:00,44.38,65274,65120,1842,11420
2020-01-02 17:00,46.05,66558,66389,2006,12006
2020-01-02 18:00,46.72,67410,71347,2155,12257
2020-01-02 19:00,45.04,67817,73189,2264,11823
2020-01-02 20:00,35.97,66248,70466,2354,11254
2020-01-02 21:00,34.37,63848,66335,2439,10749
2020-01-02 22:00,32.58,61517,63369,2507,10523
2020-01-02 23:00,31.77,61250,67117,2555,10706
2020-01-03 00:00,32.05,58927,65526,2593,10198
2020-01-03 01:00,30.75,56469,61411,2527,9708
2020-01-03 02:00,29.03,55308,60118,2559,9254
2020-01-03 03:00,24.96,53170,58008,2569,9014
2020-01-03 04:00,22.56,52913,56171,2568,8893
2020-01-03 05:00,26.16,53492,56457,2582,9029
2020-01-03 06:00,31.21,56073,59569,2599,9661
2020-01-03 07:00,36.73,60949,63931,2623,10384
2020-01-03 08:00,40.7,64110,68074,2648,11196
2020-01-03 09:00,45.95,65234,69706,2649,11510
2020-01-03 10:00,47.67,65815,71745,2631,11615
2020-01-03 11:00,45.97,65095,71923,2587,11671
2020-01-03 12:00,43.56,65093,73523,2524,11704
2020-01-03 13:00,39.35,64239,73210,2436,11610
2020-01-03 14:00,39.04,63964,70093,2463,11429
2020-01-03 15:00,38.4,63850,67270,2456,11331
2020-01-03 16:00,38.91,64024,66048,2211,11362
2020-01-03 17:00,45.76,65925,67546,2262,11894
2020-01-03 18:00,47.77,67299,71392,1918,12035
2020-01-03 19:00,45.75,68299,73402,1751,11611
2020-01-03 20:00,44.66,66351,70099,1629,11076
2020-01-03 21:00,33,64335,66342,1160,10606
2020-01-03 22:00,38.72,63168,63000,927,10352
2020-01-03 23:00,37.74,62350,66602,880,10615
2020-01-04 00:00,33.12,58488,64965,970,10037
2020-01-04 01:00,30.49,55368,60416,1277,9146
2020-01-04 02:00,30.14,54283,59495,1442,8683
2020-01-04 03:00,27.75,53494,57020,1662,8317
2020-01-04 04:00,26.32,52755,55120,1840,8254
2020-01-04 05:00,25.95,53074,54497,1887,8141
2020-01-04 06:00,25.84,54691,56510,1812,8399
2020-01-04 07:00,27.28,56471,59283,1818,8525
2020-01-04 08:00,30,60556,61982,1942,9126
2020-01-04 09:00,36.41,61921,63789,2019,9623
2020-01-04 10:00,39.5,63659,66330,2060,10091
2020-01-04 11:00,40.26,63191,67139,2050,10383
2020-01-04 12:00,35,62838,69190,2036,10607
2020-01-04 13:00,32.07,62069,69609,2042,10468
2020-01-04 14:00,36.8,60404,65774,2028,10219
2020-01-04 15:00,38.94,59953,62584,1928,10141
2020-01-04 16:00,36.85,60259,60556,1753,10187
2020-01-04 17:00,49.16,63158,61314,1527,10808
2020-01-04 18:00,51.66,64195,65056,1385,10927
2020-01-04 19:00,47.01,65078,66942,1304,10561
2020-01-04 20:00,42.85,64287,66331,1143,10158
2020-01-04 21:00,34.46,62717,64073,931,9766
2020-01-04 22:00,39.75,61735,61866,755,9477
2020-01-04 23:00,37.95,62721,66522,631,9879
2020-01-05 00:00,33.1,60127,66146,550,9280
2020-01-05 01:00,32.28,58283,60689,437,8554
2020-01-05 02:00,31.18,56396,61053,368,8023
2020-01-05 03:00,30.1,54860,57382,322,7845
2020-01-05 04:00,29.96,54481,55480,336,7590
2020-01-05 05:00,29.88,54209,54643,399,7557
2020-01-05 06:00,30.38,54942,55713,610,7728
2020-01-05 07:00,31.15,55856,58162,656,7893
2020-01-05 08:00,32.09,57695,60042,711,8230
2020-01-05 09:00,34.27,59823,60805,809,8659
2020-01-05 10:00,37.53,61211,62718,822,9191
2020-01-05 11:00,38.99,61562,63939,763,9568
2020-01-05 12:00,38.15,62038,65822,578,9888
2020-01-05 13:00,35.37,62360,66421,575,9726
2020-01-05 14:00,34.44,62156,61016,586,9438
2020-01-05 15:00,36.1,62048,58194,582,9389
2020-01-05 16:00,40.59,63214,56725,570,9362
2020-01-05 17:00,44.68,66212,58638,621,10007
2020-01-05 18:00,46.16,67899,64151,773,10369
2020-01-05 19:00,46.5,69159,68177,890,10328
2020-01-05 20:00,45.33,67960,67023,909,9989
2020-01-05 21:00,38.05,66230,64543,922,9571
2020-01-05 22:00,38.51,64033,62331,903,9442
2020-01-05 23:00,35.43,63694,65517,933,9714
2020-01-06 00:00,29.16,61535,64617,893,9059
2020-01-06 01:00,29,58782,62221,665,8534
2020-01-06 02:00,29.08,57332,62966,694,8129
2020-01-06 03:00,27.72,55385,59618,689,7959
2020-01-06 04:00,27.03,55294,57943,817,7879
2020-01-06 05:00,28.98,56114,59709,994,8213
2020-01-06 06:00,33.18,61388,64574,1174,9091
2020-01-06 07:00,43.13,65590,72846,1147,9997
2020-01-06 08:00,44.52,67541,78862,1064,10640
2020-01-06 09:00,44.96,67812,78928,1111,10874
2020-01-06 10:00,44,67744,77944,1251,11017
2020-01-06 11:00,42.46,67405,77284,1367,11089
2020-01-06 12:00,41.3,66917,76532,1407,11059
2020-01-06 13:00,40.51,66758,75755,1385,11030
2020-01-06 14:00,41.22,65831,72322,1426,10958
2020-01-06 15:00,43.28,65703,69991,1451,10913
2020-01-06 16:00,43.68,65999,68810,1613,10920
2020-01-06 17:00,47.9,68334,71536,1854,11608
2020-01-06 18:00,48.91,70015,76178,2100,11954
2020-01-06 19:00,45.23,70784,79973,2245,11585
2020-01-06 20:00,40,69449,75950,2287,10859
2020-01-06 21:00,33.89,67880,71139,2317,10364
2020-01-06 22:00,33.58,65890,67083,2273,10188
2020-01-06 23:00,30.35,65281,70215,2322,10376
2020-01-07 00:00,30,62304,68469,2096,9863
2020-01-07 01:00,31.1,59358,63345,2093,9613
2020-01-07 02:00,29.9,58620,63517,2106,9199
2020-01-07 03:00,29.02,57714,60051,1895,8950
2020-01-07 04:00,29.65,57570,58011,1518,8894
2020-01-07 05:00,31.79,59197,59056,1257,9221
2020-01-07 06:00,40.84,64158,63309,1168,10193
2020-01-07 07:00,49.01,69847,71874,1064,11322
2020-01-07 08:00,51.09,71475,76907,734,11805
2020-01-07 09:00,51.12,72008,75912,860,11944
2020-01-07 10:00,49.83,71665,75417,1125,11953
2020-01-07 11:00,49.16,70896,75069,1180,11829
2020-01-07 12:00,48.43,69638,74867,1249,11670
2020-01-07 13:00,47.99,69365,74493,1302,11614
2020-01-07 14:00,47.2,68167,70828,1561,11653
2020-01-07 15:00,45.38,67536,68530,1851,11617
2020-01-07 16:00,45.9,67588,67703,1917,11761
2020-01-07 17:00,47.96,69549,70024,2020,12404
2020-01-07 18:00,48.11,70644,73749,2166,12591
2020-01-07 19:00,40.89,70386,76861,2329,12107
2020-01-07 20:00,30.36,69326,72869,2444,11579
2020-01-07 21:00,36.39,66268,68307,2519,11021
2020-01-07 22:00,31.55,64560,64095,2556,10663
2020-01-07 23:00,32.85,62373,66947,2570,10722
2020-01-08 00:00,28.9,59676,64549,2571,10181
2020-01-08 01:00,27.28,56695,59275,2607,9574
2020-01-08 02:00,24.6,56468,59154,2588,9182
2020-01-08 03:00,20.86,54440,55579,2552,8953
2020-01-08 04:00,19.36,55028,53901,2504,8935
2020-01-08 05:00,25,56349,55234,2435,9344
2020-01-08 06:00,33.05,61319,59119,2339,10342
2020-01-08 07:00,40.24,65706,66893,2210,11284
2020-01-08 08:00,43.43,68122,71739,2043,11545
2020-01-08 09:00,44.03,68584,72150,1821,11615
2020-01-08 10:00,45.98,68779,71642,1632,11646
2020-01-08 11:00,45.99,68832,71280,1445,11697
2020-01-08 12:00,46.1,69448,72392,1318,11621
2020-01-08 13:00,44.9,69619,72171,1178,11588
2020-01-08 14:00,46.04,69214,68720,998,11451
2020-01-08 15:00,46.33,68858,66799,804,11527
2020-01-08 16:00,47.9,69757,65822,632,11537
2020-01-08 17:00,55.06,72077,67355,511,12047
2020-01-08 18:00,55.92,72977,71732,464,12362
2020-01-08 19:00,55.93,73886,74086,391,11916
2020-01-08 20:00,48.1,70908,69825,344,11281
2020-01-08 21:00,44.92,68870,64534,394,10715
2020-01-08 22:00,41.64,66412,60831,523,10535
2020-01-08 23:00,39.41,66261,63981,618,10662
2020-01-09 00:00,34.08,65195,61875,878,10039
2020-01-09 01:00,32.2,63051,57587,805,9543
2020-01-09 02:00,32.56,62308,57658,869,9150
2020-01-09 03:00,31.08,58813,54230,1259,8943
2020-01-09 04:00,28.86,58491,52429,1961,8990
2020-01-09 05:00,28.92,58755,53329,2321,9395
2020-01-09 06:00,35.21,63305,56681,2488,10379
2020-01-09 07:00,46.27,68521,63659,2552,11375
2020-01-09 08:00,47.63,69864,69062,2613,11672
2020-01-09 09:00,45.68,69753,68649,2666,11723
2020-01-09 10:00,43.61,69378,68394,2709,11676
2020-01-09 11:00,40.17,68212,67913,2721,11710
2020-01-09 12:00,37.33,66843,68549,2712,11616
2020-01-09 13:00,34.04,65678,68470,2680,11637
2020-01-09 14:00,32.9,64663,64975,2635,11516
2020-01-09 15:00,32.54,64525,63188,2580,11531
2020-01-09 16:00,33.21,64905,62119,2549,11481
2020-01-09 17:00,42.93,67333,63199,2521,11948
2020-01-09 18:00,45.63,68555,67142,2441,12302
2020-01-09 19:00,41.03,68914,70203,2514,11891
2020-01-09 20:00,33.89,66958,66855,2574,11245
2020-01-09 21:00,31.26,63629,62307,2568,10691
2020-01-09 22:00,31.3,61937,59012,2537,10618
2020-01-09 23:00,29.7,61597,62312,2514,10756
2020-01-10 00:00,28.06,58598,60579,2610,10132
2020-01-10 01:00,27.67,57112,56025,2373,9373
2020-01-10 02:00,28.33,55736,56692,2322,9061
2020-01-10 03:00,26.72,55201,53247,2167,8848
2020-01-10 04:00,26.95,55496,51845,1699,8768
2020-01-10 05:00,27.95,56682,52646,1367,8936
2020-01-10 06:00,30.27,59910,56235,1612,9963
2020-01-10 07:00,43.53,63856,63078,1289,11042
2020-01-10 08:00,47.4,66906,68745,880,11593
2020-01-10 09:00,52.38,67864,68902,1436,11671
2020-01-10 10:00,52.95,67723,68837,1553,11623
2020-01-10 11:00,50.55,66836,68619,1561,11714
2020-01-10 12:00,45.94,65755,68537,1486,11762
2020-01-10 13:00,40.38,65100,69245,1494,11637
2020-01-10 14:00,37.27,64119,65074,1500,11396
2020-01-10 15:00,37.73,64029,62894,1233,11316
2020-01-10 16:00,42.69,64376,61754,1090,11299
2020-01-10 17:00,48.94,68292,63137,861,11649
2020-01-10 18:00,51.01,70210,67944,530,11749
2020-01-10 19:00,47.68,70409,70113,263,11334
2020-01-10 20:00,45.1,68638,67707,171,10833
2020-01-10 21:00,41.39,66127,63665,228,10276
2020-01-10 22:00,39.9,64519,60925,353,10109
2020-01-10 23:00,33.08,63608,64791,485,10307
2020-01-11 00:00,35.01,62465,63207,739,9773
2020-01-11 01:00,34,60911,59346,760,9445
2020-01-11 02:00,31.43,59706,59407,926,8860
2020-01-11 03:00,29.14,58564,55734,989,8583
2020-01-11 04:00,28.84,57461,54123,1287,8322
2020-01-11 05:00,28.43,57738,54009,1436,8380
2020-01-11 06:00,29.19,58079,55644,1689,8659
2020-01-11 07:00,31.11,60228,58113,1768,8978
2020-01-11 08:00,35.68,63007,61558,1893,9645
2020-01-11 09:00,40,64419,63970,2012,10088
2020-01-11 10:00,37.97,64450,64850,2086,10449
2020-01-11 11:00,37.9,64350,64496,2143,10549
2020-01-11 12:00,34.7,64136,65177,2194,10787
2020-01-11 13:00,33,63457,65964,2237,10610
2020-01-11 14:00,31.45,61579,60550,2258,10387
2020-01-11 15:00,32.38,61799,57837,2261,10300
2020-01-11 16:00,33.1,61806,56766,2268,10248
2020-01-11 17:00,40.78,63427,59084,2294,10832
2020-01-11 18:00,44.68,65097,64347,2339,11032
2020-01-11 19:00,34.08,65748,67103,2394,10693
2020-01-11 20:00,32.81,64135,65461,2447,10186
2020-01-11 21:00,28.39,61912,62401,2483,9696
2020-01-11 22:00,29.9,60932,60085,2507,9371
2020-01-11 23:00,26.5,62660,64175,2528,9786
2020-01-12 00:00,25.26,61068,63046,2536,9374
2020-01-12 01:00,23.53,58599,60778,2611,8949
2020-01-12 02:00,24.15,57377,60577,2611,8507
2020-01-12 03:00,20.35,54600,57136,2617,8227
2020-01-12 04:00,20.57,53613,54897,2625,8134
2020-01-12 05:00,21.04,53490,54398,2639,8120
2020-01-12 06:00,20.64,53949,55480,2672,8230
2020-01-12 07:00,29.6,54980,56858,2719,8367
2020-01-12 08:00,28.42,56216,59059,2763,8774
2020-01-12 09:00,28.4,57908,61223,2801,9208
2020-01-12 10:00,28.6,59231,63501,2834,9580
2020-01-12 11:00,30.38,59606,64290,2854,9858
2020-01-12 12:00,30.9,60294,65432,2850,10144
2020-01-12 13:00,28.14,60057,66211,2810,10027
2020-01-12 14:00,27.01,58081,60545,2749,9825
2020-01-12 15:00,26.64,56742,57579,2681,9699
2020-01-12 16:00,28.13,56995,56480,2599,9707
2020-01-12 17:00,35.48,60353,57815,2512,10229
2020-01-12 18:00,47,63586,62972,2383,10676
2020-01-12 19:00,46.53,65789,66906,2102,10622
2020-01-12 20:00,46.54,65540,65536,1795,10277
2020-01-12 21:00,32.07,63667,63040,1311,9856
2020-01-12 22:00,38.1,62314,60609,1444,9631
2020-01-12 23:00,33.77,63376,64598,1400,9883
2020-01-13 00:00,30.13,62036,63397,1344,9274
2020-01-13 01:00,26.85,60913,60922,1559,8810
2020-01-13 02:00,25.5,60699,61071,1521,8436
2020-01-13 03:00,24.95,59388,58270,1509,8243
2020-01-13 04:00,25.12,58965,56684,1440,8184
2020-01-13 05:00,27.44,60469,57925,1328,8717
2020-01-13 06:00,37.96,64966,62489,1573,9813
2020-01-13 07:00,48.64,71285,69758,1470,10948
2020-01-13 08:00,52.93,72698,74901,1545,11589
2020-01-13 09:00,49.89,73099,75585,1667,11733
2020-01-13 10:00,48.89,72951,75422,1790,11781
2020-01-13 11:00,47.2,72139,75248,1797,11769
2020-01-13 12:00,47,71638,75011,1913,11578
2020-01-13 13:00,45.95,70803,74857,2022,11482
2020-01-13 14:00,45,69121,71403,2115,11369
2020-01-13 15:00,43.89,68495,68591,2206,11294
2020-01-13 16:00,43.64,68731,67415,2297,11414
2020-01-13 17:00,46.81,70163,68051,2452,12019
2020-01-13 18:00,45.27,71313,72681,2637,12392
2020-01-13 19:00,42.42,70716,76192,2796,12029
2020-01-13 20:00,32.8,67014,72755,2924,11285
